No,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,cluster,product_name,certainty,anomaly
48155,0.0,73.91,52.17,4.35,0.1651,1272.0,1330.42,78.25999999999998,12,"Fruit Snacks, Fruit Medley",1.0,0
48156,0.0,82.5,57.5,0.0,0.127,1360.0,1402.5,82.5,12,Chewy Fruity Candy,1.0,0
48157,0.0,78.26,52.17,0.0,0.1651,1272.0,1330.42,78.26,12,"Dreamworks, Fruit Snacks",1.0,0
48158,0.0,100.0,86.67,0.0,0.0,1674.0,1700.0,100.0,12,"Emoticon, Tiny Conversation Hearts",1.0,0
48159,0.0,72.09,44.19,6.98,0.14732,1364.0,1344.19,79.07000000000002,12,Gummi Roses,1.0,0
48160,0.0,74.36,48.72,5.13,0.16255999999999998,1393.0,1351.33,79.49,12,"Knockout Gummi ""Mello"" Hearts",1.0,0
48161,2.56,79.49,58.97,0.0,0.2921,1502.0,1451.1699999999996,82.05,5,Long Lasting Chews,0.99,0
48162,2.56,87.18,61.54,0.0,0.26162,1611.0,1581.9,89.74000000000002,5,Splits 2 In 1 Soft Chews,1.0,0
48163,2.56,87.18,61.54,0.0,0.26162,1611.0,1581.9,89.74000000000002,5,"Now And Later, Splits, 2 In 1 Dual Flavor Chews, Lemon-Blue Raspberry",1.0,0
48164,2.56,87.18,61.54,0.0,0.26162,1611.0,1581.9,89.74000000000002,5,"Now And Later, Chewy Intense Flavor Chews, Cherry, Grape, Blue Raspberry, Strawberry",1.0,0
48165,2.56,87.18,61.54,0.0,0.2921,1611.0,1581.9,89.74000000000002,5,Long Lasting Chews,1.0,0
48166,0.0,75.61,46.34,4.88,0.18542,1326.0,1368.33,80.49,12,Sour Brite Bears,1.0,0
48167,0.0,77.5,45.0,5.0,0.254,1360.0,1402.5,82.5,12,"Sour Brite Crawlers, Gummi Candy, Very Berry",1.0,0
48168,0.0,90.24,70.73,0.0,0.46482,1531.0,1534.08,90.24,12,"Mellowcreme, Autumn Mix Candy",1.0,0
48169,0.0,84.21,52.63,0.0,0.0,1393.0,1431.57,84.21,12,"Organic Sour Heads Soft & Chew Candy, Sour N' Sweet",1.0,0
48170,28.89,55.56,46.67,8.89,0.39624,2046.0,2222.36,93.34,5,"Peanut Caramel Clusters, Pumpkin",1.0,0
48172,16.67,26.67,26.67,0.0,1.60782,1117.0,1103.5200000000002,43.34,9,Original Famous Dressing & Marinade,0.93,1
48173,43.33,26.67,26.67,0.0,1.18618,2230.0,2143.26,70.0,9,Poppy Seed Dressing,1.0,1
48174,0.0,40.0,31.43,0.0,2.46634,715.0,680.0,40.0,12,Barbecue Sauce,1.0,0
48175,0.0,27.27,24.24,0.0,2.54,444.0,463.59,27.27,12,Dressing & Marinade,1.0,0
48176,0.0,35.9,30.77,0.0,1.69418,536.0,610.3,35.9,12,Fat Free Poppy Seed Dressing,1.0,0
48177,13.33,6.67,0.0,0.0,7.44982,699.0,633.26,20.0,9,Wing Sauce,1.0,1
48178,31.58,26.32,26.32,0.0,2.13868,1761.0,1679.06,57.9,9,Original Raspberry Vinaigrette,1.0,1
48179,30.0,23.33,23.33,0.0,0.762,1674.0,1566.61,53.33,9,Original Vidalia Onion Dressing & Marinade,1.0,1
48180,50.0,6.67,3.33,0.0,1.94818,2092.0,2063.39,56.67,8,Ranch Dressing & Dip,0.99,0
48182,24.4,60.6,1.0,6.1,1.1,2079.0,2085.5,91.1,5,Chips Tortillas au Mais au Fromage,0.64,0
48184,0.0,13.77,13.04,0.72,0.01778,243.0,246.33,14.49,1,Mandarin Orange Broken Segments In Light Syrup,1.0,0
48185,0.0,13.08,12.31,0.77,0.02032,226.0,235.45,13.85,1,Sliced Peaches In Light Syrup,1.0,0
48189,5.59,21.23,4.47,14.53,2.4257,770.0,825.9300000000002,41.35,2,Mega Smoked Ham & Cheese Sandwiches,0.97,0
48190,4.93,23.24,2.82,12.68,2.28854,766.0,802.9099999999999,40.85,2,Sandwich,0.98,0
48191,12.5,20.65,1.09,15.76,1.6433799999999998,1113.0,1106.47,48.91,2,Sandwich,0.93,0
48192,11.11,62.22,45.56,3.33,1.38176,1490.0,1547.64,76.66,7,"Deli Express, Cupcakes",0.77,1
48193,8.67,26.67,3.33,16.67,1.40462,1033.0,1074.91,52.01000000000001,2,Spicy Chicken & Pepperjack Cheese Sandwich,0.98,0
48194,1.76,15.88,15.88,4.71,0.18034,393.0,418.67,22.35,6,"Organic Lowfat Yogurt, Strawberry",0.87,0
48195,10.71,10.71,0.0,28.57,0.9525,749.0,1085.45,49.99,9,Smoked Oysters,0.77,1
48196,0.0,10.77,1.54,3.85,0.62484,259.0,248.54,14.62,12,White Acre Peas,0.99,0
48197,0.38,15.38,0.0,5.38,1.17348,356.0,367.74,21.14,6,Seasoned Field Peas & Snaps,0.99,0
48198,0.83,19.17,0.83,6.67,1.18618,452.0,471.65,26.67,6,Seasoned Blackeye Peas,0.92,0
48199,7.14,25.71,9.29,0.71,0.49022,715.0,727.6,33.56,7,"Bruce's, Baked Sweet Potatoes",1.0,0
48200,0.0,3.28,0.0,0.82,0.33274000000000004,67.0,69.7,4.1,1,Cut Okra,1.0,0
48201,0.0,3.23,0.0,0.81,0.24638,50.0,68.67999999999999,4.04,1,Kale Greens,1.0,0
48202,0.0,3.23,0.0,0.81,0.07112,50.0,68.67999999999999,4.04,1,Mustard Greens,1.0,0
48203,0.0,2.48,0.0,1.65,0.5461,71.0,70.21,4.13,1,Fancy Spinach,1.0,0
48204,0.42,5.93,1.69,1.69,0.94742,126.0,145.92,8.04,6,Seasoned Turnip Greens,0.99,0
48205,0.0,3.73,0.0,0.75,0.06604,63.0,76.16,4.48,1,Turnip Greens And Roots,1.0,0
48206,0.85,4.24,0.85,1.69,0.81788,126.0,133.95999999999998,6.7799999999999985,6,Seasoned Collard Greens,1.0,0
48207,0.85,5.08,0.85,3.39,0.73152,176.0,177.14,9.32,6,Seasoned Mustard Greens,1.0,0
48208,0.0,6.4,4.0,0.8,0.7924800000000001,117.0,122.4,7.2,1,Tomatoes And Okra,1.0,0
48209,0.0,7.2,4.0,0.8,0.7924800000000001,134.0,136.0,8.0,1,Tomatoes Okra And Corn,0.99,0
48210,0.0,9.02,4.1,1.64,0.93726,172.0,181.22,10.66,1,Triple Succotash,0.83,0
48211,20.59,11.76,0.0,11.76,2.24028,1109.0,1202.85,44.11,2,Green Boiled Peanuts,0.84,1
48212,0.0,10.77,1.54,3.85,0.27432,259.0,248.54,14.62,12,Tiny Field Peas With Snaps,0.99,0
48213,0.0,10.77,1.54,3.85,0.27432,259.0,248.54,14.62,12,Crowder Peas,0.99,0
48214,1.15,13.85,2.31,4.62,0.22352,356.0,358.84,19.62,6,Garbanzo Beans,0.99,0
48215,0.0,2.48,0.0,1.65,0.27178,50.0,70.21,4.13,1,Fancy Chopped Spinach,1.0,0
48216,0.0,2.63,0.0,0.88,0.53594,54.0,59.67,3.51,1,Mixed Greens,1.0,0
48217,0.0,2.48,0.0,1.65,0.27178,50.0,70.21,4.13,1,Cut Leaf Spinach,1.0,0
48218,0.0,12.31,0.0,4.62,0.27432,289.0,287.81,16.93,12,Dark Red Kidney Beans,0.99,0
48219,0.0,5.0,3.33,0.83,0.635,121.0,99.11,5.83,1,Diced Rutabagas,1.0,0
48220,0.0,8.0,1.0,2.0,1.0668,146.0,170.0,10.0,12,Seasoned Green Beans & Potatoes With Vidalia Onions,0.99,0
48221,0.0,4.13,0.83,0.83,0.4826,71.0,84.32,4.96,1,Italian Green Beans,1.0,0
48222,0.0,2.48,0.0,1.65,0.29464,71.0,70.21,4.13,1,Low Sodium Spinach,1.0,0
48223,0.0,13.85,0.0,5.38,0.15748,322.0,326.91,19.23,12,White Kidney Beans,1.0,0
48224,0.0,13.85,0.0,4.62,0.27432,322.0,313.99,18.47,12,Navy Bean,1.0,0
48225,0.0,5.0,2.5,0.83,0.635,88.0,99.11,5.83,1,Squash With Vidalia Onions,1.0,0
48226,0.0,4.17,3.33,0.83,0.71882,88.0,85.0,5.0,1,Squash With Vidalia Onions,1.0,0
48227,0.0,12.31,0.0,4.62,0.27432,289.0,287.81,16.93,12,Green And White Lima Beans,0.99,0
48228,0.0,10.66,3.28,2.46,0.91694,238.0,223.04,13.12,12,"Hoppin' John With Blackeye Peas, Tomatoes, Onions & Jalapenos",0.86,0
48229,0.0,20.0,4.62,5.38,0.93726,418.0,431.46,25.38,12,Vegetarian Beans In Tomato Sauce,0.99,0
48230,1.15,14.62,0.77,5.38,0.6654800000000001,289.0,384.85,21.15,7,Seasoned Black Beans,0.97,0
48231,1.07,14.29,0.71,3.57,1.81356,331.0,345.35,18.93,6,"Red Beans And Rice, Just Add Sausage",1.0,0
48232,0.71,12.14,0.71,1.43,1.25222,268.0,258.38,14.28,6,Spanish Rice,1.0,0
48233,0.0,5.93,3.39,0.85,0.9906,105.0,115.26,6.7799999999999985,1,Seasoned Cabbage,0.85,0
48234,0.0,4.24,1.69,0.85,0.96774,71.0,86.53,5.09,1,Seasoned Turnip Greens & Roots,0.81,0
48235,0.38,11.54,1.54,4.62,1.17348,289.0,289.54,16.54,6,Seasoned Butter Beans,1.0,0
48236,0.0,12.31,2.31,5.38,1.3665200000000002,289.0,300.73,17.69,12,Seasoned Tiny Field Peas & Snaps,1.0,0
48237,0.35,18.44,1.42,7.09,1.4224,356.0,447.66,25.880000000000006,2,Blackeye Peas,0.54,1
48238,0.0,12.31,0.77,5.38,1.3665200000000002,289.0,300.73,17.69,12,Seasoned Great Northern Beans,1.0,0
48239,0.35,18.44,1.42,7.09,1.4224,356.0,447.66,25.880000000000006,2,Seasoned Pinto Beans,0.54,1
48240,0.35,18.44,1.42,7.09,1.4224,356.0,447.66,25.880000000000006,2,Seasoned Pinto Beans,0.54,1
48241,0.38,13.08,0.77,3.85,1.19126,289.0,302.63,17.310000000000002,6,Seasoned Green Lima Beans,1.0,0
48242,0.0,8.48,0.61,0.61,0.6477,176.0,154.53,9.09,12,Whole Potatoes,0.99,0
48243,0.0,12.31,0.0,4.62,0.6832600000000001,289.0,287.81,16.93,12,Black Beans,0.99,0
48244,0.0,12.65,2.41,1.2,0.09144,226.0,235.45,13.85,12,Yams Cut Sweet Potatoes,0.99,0
48245,0.0,12.65,2.41,1.2,0.09144,226.0,235.45,13.85,12,Yams,0.99,0
48246,0.3,13.69,0.6,1.19,0.34798,251.0,264.66,15.18,6,Small Whole White Potatoes,0.99,0
48247,0.0,13.08,0.0,4.62,0.27432,289.0,300.9000000000001,17.7,12,Black Beans,0.99,0
48248,0.74,14.81,2.22,1.48,0.82804,310.0,305.79,17.03,6,Buttered Corn,1.0,0
48249,20.59,11.76,0.0,11.76,2.24028,1109.0,1202.85,44.11,2,Hot & Spicy Green Boiled Peanuts,0.84,1
48250,0.77,26.15,7.69,6.15,0.82042,548.0,579.1299999999999,33.07,6,Vegetarian Baked Beans,0.64,0
48251,1.07,14.29,0.71,2.14,1.524,331.0,321.04,17.5,6,Simple Suppers Jambalaya Fixins',1.0,0
48252,1.07,13.57,0.0,2.14,1.48844,331.0,308.8,16.78,6,Simple Suppers Dirty Rice Fixins',1.0,0
48253,0.62,11.25,1.88,4.38,1.143,289.0,289.89,16.25,6,"Simple Suppers, Chili Fixins'",1.0,0
48254,0.95,9.49,1.9,1.9,1.46304,213.0,230.68,12.34,6,Simple Suppers Creole Fixins',1.0,0
48255,0.83,19.17,0.83,6.67,1.18618,452.0,471.65,26.67,6,Seasoned Purple Hull Peas,0.92,0
48256,0.0,5.98,1.71,1.71,1.41224,126.0,130.73000000000002,7.69,12,Seasoned Cut Green Beans,1.0,0
48257,0.0,3.57,0.0,0.0,2.54,59.0,60.69,3.57,12,Sour Tomatoes,1.0,0
48258,6.14,71.93,19.3,7.02,2.13868,1540.0,1581.61,85.09,5,"Complete Pancake Mix, Chocolate Chip",0.85,0
48259,3.0,74.0,12.0,8.0,2.6924,1506.0,1511.0,85.0,5,"Complete Pancake Mix, Buttermilk",0.64,1
48260,6.14,71.93,21.05,8.77,2.54,1615.0,1611.36,86.84,5,Apple Cinnamon Pancake Mix,0.97,1
48261,3.12,75.0,17.19,4.69,2.06248,1439.0,1476.41,82.81,5,Blueberry Pancake Mix,0.95,0
48262,33.33,50.0,5.56,5.56,1.34112,2092.0,2244.39,88.89,5,Pie Crust Mix,0.77,0
48263,1.67,66.67,3.33,10.0,7.53618,1393.0,1368.52,78.34,10,Coating Mix,0.8,1
48264,3.0,74.0,12.0,8.0,2.6924,1506.0,1511.0,85.0,5,"Complete Pancake Mix, Buttermilk",0.64,1
48265,1.9,75.95,16.46,6.33,3.18262,1431.0,1472.86,84.18,13,"Waffle Mix, Belgium",0.62,1
48267,3.51,70.18,10.53,10.53,2.13868,1469.0,1508.9600000000007,84.22000000000001,10,"Complete Pancake Mix, Buttermilk",0.65,0
48268,3.0,74.0,12.0,8.0,2.69,1510.0,1511.0,85.0,5,Buttermilk complete pancake mix,0.64,1
48269,2.78,75.0,13.89,8.33,2.04724,1510.0,1525.0300000000002,86.11,5,"Artisan Bread Mix, Beer Bread",0.89,0
48270,4.44,73.33,13.33,8.89,2.8778200000000003,1582.0,1570.9,86.66,5,Old Fashioned Pancake & Waffle Mix,0.75,1
48271,4.44,73.33,13.33,8.89,2.8778200000000003,1582.0,1570.9,86.66,5,Old Fashioned Pancake & Waffle Mix,0.75,1
48277,2.17,91.3,52.17,4.35,0.71882,1636.0,1710.68,97.82,5,"Bakery Style Cookie Mix, Meyer Lemon",1.0,0
48278,6.41,82.05,48.72,2.56,1.4986,1715.0,1688.36,91.02,5,"Supreme Muffin Mix, Pumpkin Spice",1.0,0
48279,8.14,76.74,44.19,4.65,1.2395200000000002,1653.0,1701.09,89.53,5,Honey Raisin Bran Supreme Muffin Mix,0.96,0
48280,3.57,78.57,46.43,3.57,0.68072,1494.0,1535.61,85.70999999999998,5,"Bakery Style Cookie Mix, Oatmeal Raisin",0.94,0
48281,8.93,78.57,50.0,3.57,1.04394,1795.0,1744.65,91.07,5,"Bakery Style Cookie Mix, Triple Chocolate Chunk",1.0,0
48282,2.08,87.5,50.0,4.17,0.74168,1569.0,1639.51,93.75,5,Sugar Cookie Mix,1.0,0
48283,2.78,100.0,61.11,5.56,0.70612,1858.0,1902.94,108.34,5,Bakery Style Snickerdoodle Cookie Mix,0.52,1
48284,3.57,82.14,42.86,3.57,1.27,1644.0,1596.3000000000004,89.27999999999999,5,Gingerbread Cookie Mix,1.0,0
48285,5.71,77.14,28.57,5.71,2.46634,1552.0,1631.14,88.55999999999997,5,Honey Cornbread & Muffin Mix,0.99,0
48286,10.0,80.0,42.86,2.86,1.524,1795.0,1798.62,92.86,5,"Supreme Muffin Mix, Wild Blueberry",0.99,0
48287,1.67,76.67,0.0,6.67,1.69418,1536.0,1481.91,85.01,10,Tempura Batter Mix,0.97,0
48288,10.23,72.73,31.82,6.82,1.7322799999999998,1711.0,1751.3200000000004,89.78,5,"Supreme Muffin Mix, Oat Bran",0.84,0
48289,9.09,81.82,57.58,3.03,0.8458200000000001,1774.0,1796.9599999999996,93.94,5,"Premium Brownie Mix, Double Chocolate",0.99,0
48290,8.75,77.5,40.0,2.5,1.8415,1674.0,1701.25,88.75,5,Lemon Poppyseed Supreme Muffin Mix,1.0,0
48291,0.0,96.97,42.42,3.03,2.1539200000000003,1774.0,1700.0,100.0,12,"Supreme Muffin Mix, Apple Cinnamon",1.0,0
48292,0.0,85.29,44.12,2.94,2.01676,1477.0,1499.91,88.23,12,"Supreme Muffin Mix, Wild Blueberry",1.0,0
48293,0.0,88.89,44.44,2.78,1.97612,1510.0,1558.39,91.67,12,"Supreme Muffin Mix, Cranberry Orange",1.0,0
48294,0.0,91.67,47.22,2.78,2.04724,1628.0,1605.65,94.45,12,"Supreme Muffin Mix, Cranberry Orange",1.0,0
48295,8.51,80.85,48.94,4.26,1.29794,1782.0,1778.7599999999998,93.62,5,"Supreme Muffin Mix, Double Chocolate",0.99,0
48296,10.0,80.0,52.5,2.5,0.9525,1778.0,1792.5,92.5,5,"Premium Brownie Mix, Dark Chocolate",0.98,0
48297,12.0,92.0,60.0,4.0,1.1176,2008.0,2100.0,108.0,7,"Premium Brownie Mix, Caramel Turtle",0.52,1
48298,11.67,90.0,60.0,3.33,1.09982,1954.0,2041.74,105.0,5,"Premium Brownie Mix, Chocolate Supreme",0.88,1
48300,17.39,95.65,69.57,4.35,0.9398,2364.0,2378.21,117.39,7,"Premium Brownie Mix, Ultimate Fudge",0.95,1
48301,8.93,89.29,64.29,3.57,0.81534,1941.0,1926.89,101.79,5,"Premium Brownie Mix, Triple Fudge",1.0,1
48302,3.4,70.2,9.9,10.8,2.3,1506.0,1509.6,84.4,10,Krusteaz Buttermilk Complete Pancake Mix Just Add Water 4.53KG Reusable Pouch,0.94,0
48303,23.68,57.89,7.89,5.26,2.47396,1983.0,1997.07,86.83,2,Scone Mix,0.63,0
48304,8.75,80.0,40.0,5.0,1.524,1778.0,1786.25,93.75,5,"Supreme Muffin Mix, Almond Poppyseed",0.97,0
48305,3.7,74.07,3.7,7.41,3.38582,1548.0,1529.4599999999996,85.17999999999998,10,Southern Cornbread & Muffin Mix,1.0,0
48306,15.0,72.5,37.5,2.5,1.524,1883.0,1860.0,90.0,5,Banana Nut Supreme Muffin Mix,0.97,0
48307,14.29,71.43,40.0,2.86,1.59766,1795.0,1820.24,88.58,5,"Supreme Muffin Mix, Banana Nut",0.91,0
48308,13.95,76.74,44.19,2.33,1.3589,1849.0,1888.24,93.02,5,Supreme Muffin Mix,0.92,0
48309,2.17,84.78,58.7,4.35,1.21412,1548.0,1599.84,91.3,5,"The Cake Mix Doctor, Cake Mix, Deep Dark Chocolate",1.0,0
48310,6.0,72.0,14.0,6.0,2.8448,1506.0,1560.0,84.0,5,Buttermilk Pancake Mix,0.92,1
48311,1.43,80.0,31.43,5.71,2.61366,1552.0,1512.84,87.14,5,Honey Cornbread Mix And Muffin Mix,0.96,1
48312,4.55,84.85,45.45,3.03,2.00152,1648.0,1671.41,92.43,5,"Blueberry Muffin Mix, Natural Blueberry Flavor",1.0,0
48313,8.57,80.0,57.14,2.86,0.762,1674.0,1742.85,91.43,5,Gluten Free Double Chocolate Brownie Mix,0.99,0
48314,0.0,90.62,59.38,3.12,0.59436,1569.0,1593.58,93.74,12,"Supreme Mix, Cobbler Topping",1.0,0
48315,4.29,82.86,37.14,5.71,0.36322,1674.0,1672.9999999999998,92.86,5,"Supreme Mix, Crisp Topping",0.98,0
48316,2.63,76.32,18.42,5.26,2.4409400000000003,1485.0,1489.4299999999996,84.21,5,Waffle Mix,0.98,0
48317,21.88,56.25,3.12,6.25,3.3324800000000003,1833.0,1915.82,84.38,2,Cheddar bay biscuit mix,1.0,0
48318,0.0,71.43,14.29,0.0,13.42644,1197.0,1214.3100000000004,71.43,13,"Classic Mix, Brown Gravy",1.0,1
48319,0.0,71.43,0.0,0.0,11.61034,1494.0,1214.3100000000004,71.43,13,"Homestyle Recipe, Classic Mix, Turkey Gravy",1.0,1
48320,0.0,75.0,12.5,12.5,10.16,1305.0,1487.5,87.5,13,"Homestyle Recipe, Classic Mix, Country Gravy",1.0,1
48321,3.33,76.67,0.0,6.67,0.04318,1536.0,1546.6500000000005,86.67,10,Gluten Free All Purpose Flour,0.99,0
48322,3.85,71.79,10.26,7.69,2.27838,1502.0,1501.3100000000004,83.33,5,Organic Buttermilk Pancake Mix,0.57,0
48323,5.56,77.78,30.56,5.56,2.96418,1628.0,1633.62,88.9,5,"Organic Cornbread & Muffin Mix, Honey",0.86,1
48324,2.27,81.82,43.18,4.55,1.905,1523.0,1556.8199999999995,88.63999999999999,5,Organic Yellow Cake Mix,1.0,0
48325,7.14,78.57,17.86,3.57,1.08966,1644.0,1674.84,89.27999999999999,5,Organic Double Chocolate Brownie Mix,0.98,0
48326,2.78,80.56,38.89,5.56,2.04724,1510.0,1572.46,88.9,5,Organic Whole Grain Muffin Mix,1.0,0
48327,42.86,42.86,7.14,7.14,3.53822,2540.0,2521.54,92.86,2,"Popcorn, Chipotle Cheddar",0.98,1
48328,35.71,50.0,10.71,7.14,2.81178,2243.0,2364.07,92.85,5,Popcorn,0.56,1
48329,35.71,50.0,3.57,7.14,2.35966,2243.0,2364.07,92.85,2,Popcorn,0.86,0
48330,8.93,78.57,46.43,3.57,1.22428,1644.0,1744.65,91.07,5,Popcorn,0.99,0
48331,32.14,50.0,0.0,3.57,1.27,2092.0,2164.15,85.71,2,Sea Salt Tortilla Chips,0.85,0
48332,42.86,39.29,0.0,3.57,1.45034,2389.0,2400.16,85.72,2,"Buck Wild, Tortilla Chips, Jalapeno Jack",0.93,0
48333,42.35,42.35,0.0,4.71,1.4351,2364.0,2451.6700000000005,89.41,2,"Buck Wild, Tortilla Chips, Jalapeno Jack",0.57,0
48334,35.71,50.0,3.57,3.57,1.54178,2243.0,2303.38,89.28,2,"Buck Wild, Tortilla Chips, Korean Bbq",0.62,0
48335,35.71,46.43,3.57,3.57,1.54178,2243.0,2242.69,85.71,2,Tortilla Chips,0.89,0
48336,9.52,76.19,42.86,4.76,1.39192,1795.0,1747.43,90.47,5,"Premium Cookie Mix, Dark Chocolate Chip",1.0,0
48337,4.55,86.36,54.55,4.55,0.8661399999999999,1711.0,1722.9199999999996,95.46,5,"Premium Cookie Mix, Double Chocolate Crackle",1.0,0
48338,10.0,75.0,45.0,5.0,1.27,1674.0,1750.0,90.0,5,"Premium Cookie Mix, Chocolate Peanut Butter Chip",0.97,0
48339,10.0,80.0,45.0,5.0,1.2065,1778.0,1835.0,95.0,5,Cookie Mix,0.93,0
48340,2.63,84.21,47.37,5.26,0.73406,1540.0,1623.56,92.1,5,"Bakery Style Cookie Mix, Butter Vanilla Sugar",1.0,0
48341,12.5,71.43,42.86,7.14,2.08534,1795.0,1823.19,91.07,5,Bakery Style Double Peanut Butter Cookie Mix,0.99,0
48342,5.56,77.78,33.33,5.56,0.7772399999999999,1628.0,1633.62,88.9,5,Oatmeal Cookie Mix,0.88,0
48343,8.0,76.0,40.0,4.0,1.1176,1674.0,1672.0,88.0,5,"Bakery Style, Oatmeal Scotchie Cookie Mix, Butterscotch Chips",0.91,0
48344,10.0,53.33,6.67,26.67,0.0,1674.0,1750.0000000000002,90.0,2,"Wild Roots, Real Food For Real People, Toasted Wheat Germ",0.93,1
48345,32.14,46.43,3.57,3.57,1.45034,2092.0,2103.46,82.13999999999999,2,"Buck Wild, Tortilla Chips, Garlic Sea Salt",0.97,0
48346,32.14,50.0,3.57,3.57,1.63322,2092.0,2164.15,85.71,2,"Buck Wild, Tortilla Chips",0.88,0
48347,21.88,56.25,3.12,6.25,3.3324800000000003,1833.0,1915.82,84.38,2,"Red Lobster, Cheddar Bay Biscuit Mix",1.0,0
48348,15.38,64.1,7.69,5.13,2.99466,1715.0,1776.73,84.60999999999999,2,"Baking & Pancake Mix, Buttermilk",0.97,1
48349,21.88,59.38,3.12,3.12,3.175,1833.0,1915.82,84.38000000000002,2,Cheddar Bay Biscuit Mix,1.0,0
48350,3.75,72.5,5.0,7.5,2.1590000000000003,1464.0,1506.25,83.75,10,"Flatbread Mix, Italian Herb",0.98,0
48351,3.75,72.5,5.0,7.5,2.1590000000000003,1464.0,1506.25,83.75,10,"Flatbread Mix, Garlic Onion",0.98,0
48352,5.0,70.0,5.0,12.5,2.1590000000000003,1569.0,1597.5,87.5,10,Whole Wheat Flatbread Mix,0.99,0
48353,5.0,70.0,7.5,10.0,1.016,1569.0,1555.0,85.0,10,Classic Sourdough Artisan Bread Mix,0.88,0
48354,5.0,70.0,7.5,10.0,1.651,1569.0,1555.0,85.0,10,"Artisan Bread Mix, Italian Herb",0.88,0
48355,5.56,73.33,17.78,8.89,1.016,1582.0,1614.58,87.78,5,"Artisan Bread Mix, Hawaiian Sweet",0.8,0
48356,23.01,49.56,29.2,3.54,0.5842,1741.0,1800.09,76.11000000000001,7,Georgia Style Pecan Pie,1.0,0
48357,7.26,50.0,41.94,5.65,0.55372,1213.0,1229.1899999999996,62.91,7,Lemon Meringue Pie,0.99,0
48358,18.48,42.39,29.35,3.26,0.69088,1456.0,1496.77,64.13000000000001,7,"Edwards, Cookies & Creme Pie In A Cookie Crust",1.0,0
48359,17.19,44.53,35.94,4.69,0.65532,1439.0,1507.15,66.41,7,"Edwards, Key Lime Pie",1.0,0
48360,2.63,4.99,3.46,0.55,0.09144,192.0,196.75,8.17,6,"Edwards, Hershey's Creme Pie In A Chocolate Cookie Crust",0.99,0
48361,19.1,40.45,28.09,3.37,0.7137399999999999,1456.0,1489.84,62.92,7,"Edwards, Strawberry Creme Pie",1.0,0
48362,19.44,41.67,28.7,3.7,0.6832600000000001,1473.0,1529.4500000000005,64.81,7,"Edwards, Turtle Pie In A Chocolaty Cookie Crust",1.0,0
48363,15.22,45.65,35.87,4.35,0.66294,1410.0,1443.5800000000004,65.22,7,"Edwards, Sliced Crumble Crust Cookie Key Lime Pie",1.0,0
48364,19.74,39.47,27.63,3.95,0.70104,1485.0,1508.0,63.16,7,Chocolate Creme Pie,1.0,0
48365,15.22,45.65,35.87,4.35,0.66294,1410.0,1443.5800000000004,65.22,7,"Edwards, Key Lime Pie",1.0,0
48366,19.18,45.21,30.14,4.11,0.73152,1548.0,1586.46,68.5,7,Cookies & Creme Pie,1.0,0
48367,25.32,30.38,18.99,5.06,0.64262,1536.0,1589.96,60.76000000000001,7,New York Style Cheesecake,0.99,0
48368,20.0,49.47,21.05,3.16,0.56134,1628.0,1674.71,72.63,7,Georgia Pecan Pie,1.0,0
48369,8.64,50.62,40.74,6.17,0.65786,1293.0,1302.39,65.42999999999999,7,Lemon Meringue Pie,0.99,0
48370,18.18,44.16,28.57,3.9,0.69342,1469.0,1526.0399999999993,66.24,7,Turtle Pie,1.0,0
48371,25.2,30.71,18.9,4.72,0.64008,1548.0,1585.11,60.63,7,Cheesecake,0.99,0
48372,15.56,32.59,22.96,1.48,0.6197600000000001,1146.0,1186.0300000000002,49.63,7,Creme Pie In A Cookie Crust,1.0,0
48373,20.65,40.22,27.17,3.26,0.85598,1502.0,1544.51,64.13,7,"Edwards, Creme Pie, Pumpkin",1.0,0
48374,17.65,36.27,24.51,1.96,0.5715,1314.0,1338.26,55.88,7,"Edwards, Creme Pie In A Cookie Crust, Triple Coconut",1.0,0
48375,16.81,43.36,30.97,3.54,0.76454,1406.0,1452.89,63.71,7,"Edwards, Creme Pie In A Cookie Crust, Vanilla Caramel",1.0,0
48376,24.1,44.58,31.33,6.02,0.88646,1715.0,1800.1,74.7,7,"Edwards, Creme Pie",1.0,0
48377,0.4,16.8,5.6,1.6,0.69088,335.0,328.4000000000001,18.8,6,"Shoe Peg, White Sweet Corn, Fancy Whole Kernel",0.99,0
48378,20.0,60.0,10.0,0.0,7.112,1674.0,1800.0,80.0,9,Gluten Free Country Gravy Mix,1.0,1
48379,0.0,60.0,20.0,0.0,16.764,1255.0,1020.0,60.0,13,Brown Gravy Mix,1.0,1
48380,0.0,44.44,22.22,0.0,19.756120000000006,1393.0,755.48,44.44,13,Taco Seasoning,1.0,1
48381,14.29,57.14,0.0,14.29,0.0,1494.0,1771.62,85.72,2,Chili Seasoning,1.0,0
48382,12.16,64.86,2.7,8.11,2.1971,1695.0,1714.73,85.13,2,"White Wings, La Paloma, Harina Para Tortillas Flour",0.68,0
48383,10.0,60.0,0.0,0.0,14.224,1674.0,1410.0,70.0,13,Roasted Turkey Gravy Mix,1.0,1
48384,5.45,72.73,25.45,7.27,3.23342,1523.0,1572.55,85.45,13,Complete Pancake Mix,0.72,1
48385,10.0,60.0,0.0,0.0,13.716,1674.0,1410.0,70.0,13,Roasted Beef Gravy Mix,1.0,1
